Model year,Make,Model,Vehicle class,Engine_size,Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined,Combined (mpg),CO2emissions,CO2 rating,Smog rating
2025,Mercedes-Benz,AMG GT 63 PRO 4MATIC+ Coupe,Subcompact,4,8,A9,Z,19.7,12.6,16.5,17,387,2,4
2025,Mercedes-Benz,AMG SL 43 4MATIC Roadster,Minicompact,2,4,A9,Z,12.2,8.8,10.7,26,249,5,4
2025,Mercedes-Benz,AMG SL 55 4MATIC+ Roadster,Minicompact,4,8,A9,Z,18.2,11.3,15.1,19,347,3,4
2025,Mercedes-Benz,AMG SL 63 4MATIC+ Roadster,Minicompact,4,8,A9,Z,18.2,11.3,15.1,19,347,3,4
2025,Mercedes-Benz,C 300 4MATIC Sedan,Compact,2,4,A9,Z,10,7.1,8.7,32,204,5,7
2025,Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2,4,AM8,Z,9.3,6.9,8.2,34,193,6,6
2025,Mercedes-Benz,CLE 300 4MATIC Cabriolet,Subcompact,2,4,A9,Z,10.4,7.4,9.1,31,211,5,7
2025,Mercedes-Benz,CLE 300 4MATIC Coupe,Subcompact,2,4,A9,Z,9.8,7.1,8.6,33,201,6,7
2025,Mercedes-Benz,CLE 450 4MATIC Cabriolet,Subcompact,3,6,A9,Z,10.2,7.4,8.9,32,210,5,6
2025,Mercedes-Benz,CLE 450 4MATIC Coupe,Subcompact,3,6,A9,Z,10.4,7.1,9,31,211,5,6
2025,Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2,4,A9,Z,10,7.2,8.7,32,203,5,7
2025,Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3,6,A9,Z,10.8,7.7,9.4,30,221,5,6
2025,Mercedes-Benz,G 550 SUV,Sport utility vehicle: Standard,3,6,A9,Z,13.6,12.4,13.1,22,305,4,6
2025,Mercedes-Benz,GLA 250 4MATIC SUV,Sport utility vehicle: Small,2,4,AM8,Z,9.4,7.1,8.4,34,196,6,6
2025,Mercedes-Benz,GLB 250 4MATIC SUV,Sport utility vehicle: Small,2,4,AM8,Z,9.8,7.2,8.6,33,201,5,6
2025,Mercedes-Benz,GLC 300 4MATIC SUV,Sport utility vehicle: Small,2,4,A9,Z,10,7.6,8.9,32,210,5,6
2025,Mercedes-Benz,GLC 300 4MATIC Coupe,Sport utility vehicle: Small,2,4,A9,Z,10.1,7.7,9,31,210,5,6
2025,Mercedes-Benz,GLE 350 4MATIC SUV,Sport utility vehicle: Standard,2,4,A9,Z,12.2,9.2,10.8,26,255,5,6
2025,Mercedes-Benz,GLE 450 4MATIC SUV,Sport utility vehicle: Standard,3,6,A9,Z,12.5,9.6,11.2,25,264,4,6
2025,Mercedes-Benz,GLE 450 4MATIC Coupe,Sport utility vehicle: Standard,3,6,A9,Z,12.5,9.6,11.2,25,264,4,6
2025,Mercedes-Benz,GLS 450 4MATIC SUV,Sport utility vehicle: Standard,3,6,A9,Z,12.7,9.6,11.3,25,266,4,6
2025,Mercedes-Benz,GLS 580 4MATIC SUV,Sport utility vehicle: Standard,4,8,A9,Z,16.6,12.1,14.6,19,340,3,4
2025,Mercedes-Benz,GLS 600 4MATIC Maybach SUV,Sport utility vehicle: Standard,4,8,A9,Z,17.9,12.9,15.6,18,365,2,4
2025,Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4,8,A9,Z,14.6,8.8,12,24,280,4,4
2025,Mercedes-Benz,Maybach S 680 4MATIC Sedan,Full-size,6,12,A9,Z,19.8,11.6,16.1,18,375,2,2
2025,Mercedes-Benz,S 500 4MATIC Sedan,Full-size,3,6,A9,Z,11.2,7.7,9.6,29,226,5,6
2025,Mercedes-Benz,S 580 4MATIC Sedan,Full-size,4,8,A9,Z,14.1,9.4,12,24,278,4,4
2025,MINI,Cooper 3 Door,Subcompact,2,4,AM7,Z,8.5,6,7.4,38,171,6,6
2025,MINI,Cooper 5 Door,Compact,2,4,AM7,Z,8.5,6,7.4,38,171,6,6
2025,MINI,Cooper Convertible,Minicompact,2,4,AM7,Z,8.8,6.4,7.7,37,179,6,6
2025,MINI,Cooper S 3 Door,Subcompact,2,4,AM7,Z,8.5,6.1,7.4,38,171,6,6
2025,MINI,Cooper S 5 Door,Compact,2,4,AM7,Z,8.4,6.1,7.3,39,170,6,6
2025,MINI,Cooper S Convertible,Minicompact,2,4,AM7,Z,8.9,6.6,7.9,36,181,6,6
2025,MINI,Cooper S Countryman ALL4,Sport utility vehicle: Small,2,4,AM7,Z,9.8,7.3,8.7,32,201,6,6
2025,MINI,John Cooper Works 3 Door,Subcompact,2,4,AM7,Z,8.8,6.4,7.7,37,179,6,7
2025,MINI,John Cooper Works Convertible,Minicompact,2,4,AM7,Z,9,6.6,7.9,36,184,6,7
2025,MINI,John Cooper Works Countryman ALL4,Sport utility vehicle: Small,2,4,AM7,Z,10.2,7.9,9.2,31,212,5,5
2025,Mitsubishi,Eclipse Cross 4WD,Sport utility vehicle: Small,1.5,4,AV8,X,9.6,8.9,9.3,30,216,5,4
2025,Mitsubishi,Outlander 4WD,Sport utility vehicle: Small,2.5,4,AV8,X,9.7,7.7,8.8,32,206,5,5
2025,Mitsubishi,RVR,Sport utility vehicle: Small,2,4,AV6,X,9.7,7.8,8.9,32,207,5,4
2025,Mitsubishi,RVR 4WD,Sport utility vehicle: Small,2,4,AV6,X,10,8.1,9.1,31,213,5,4
2025,Mitsubishi,RVR 4WD,Sport utility vehicle: Small,2.4,4,AV6,X,10.3,8.3,9.4,30,218,5,4
2025,Nissan,Altima AWD,Mid-size,2.5,4,AV,X,9.3,6.9,8.2,34,193,6,6
2025,Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV8,X,9.5,7.1,8.4,34,198,6,6
2025,Nissan,Armada 4WD,Sport utility vehicle: Standard,3.5,6,AS9,Z,14.7,12.4,13.7,21,323,3,5
2025,Nissan,Armada 4WD PRO-4X,Sport utility vehicle: Standard,3.5,6,AS9,Z,15.7,12.9,14.4,20,339,3,5
2025,Nissan,Frontier,Pickup truck: Standard,3.8,6,AS9,X,13.4,9.5,11.6,24,274,4,5
2025,Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,X,13.3,10.9,12.3,23,290,4,5
2025,Nissan,Frontier 4WD PRO-4X,Pickup truck: Standard,3.8,6,AS9,X,14,11.1,12.7,22,299,4,5
2025,Nissan,Kicks,Sport utility vehicle: Small,2,4,AV,X,8.1,6.6,7.4,38,175,6,6
2025,Nissan,Kicks AWD,Sport utility vehicle: Small,2,4,AV,X,8.4,6.9,7.7,37,182,6,6
2025,Nissan,Kicks Play,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,39,169,6,6
2025,Nissan,Murano AWD,Sport utility vehicle: Small,2,4,AS9,X,10.6,8.6,9.7,29,229,5,5
2025,Nissan,Pathfinder 4WD,Sport utility vehicle: Small,3.5,6,AS9,X,11.7,9.3,10.6,27,248,5,4
2025,Nissan,Pathfinder 4WD Rock Creek,Sport utility vehicle: Standard,3.5,6,AS9,Z,11.9,10,11.1,25,260,4,4
2025,Nissan,Rogue,Sport utility vehicle: Small,1.5,3,AV8,X,7.8,6.5,7.2,39,169,6,5
2025,Nissan,Rogue AWD,Sport utility vehicle: Small,1.5,3,AV8,X,8.4,6.7,7.6,37,179,6,5
2025,Nissan,Sentra,Mid-size,2,4,AV,X,7.3,5.8,6.6,43,156,7,6
2025,Nissan,Sentra SR,Mid-size,2,4,AV,X,7.4,6.1,6.9,41,161,7,6
2025,Nissan,Sentra,Mid-size,2,4,M6,X,9.4,6.4,8,35,189,6,6
2025,Nissan,Sentra SR,Mid-size,2,4,M6,X,9.5,6.7,8.2,34,194,6,6
2025,Nissan,Versa,Compact,1.6,4,AV,X,7.5,5.9,6.8,42,159,7,6
2025,Nissan,Versa,Compact,1.6,4,M5,X,8.6,6.7,7.7,37,181,6,6
2025,Nissan,Z,Two-seater,3,6,AS9,Z,12.3,8.6,10.6,27,250,5,4
2025,Nissan,Z,Two-seater,3,6,M6,Z,13.4,10,11.9,24,280,4,4
2025,Nissan,Z NISMO,Two-seater,3,6,AS9,Z,14.1,9.9,12.2,23,287,4,4
2025,Porsche,718 Boxster,Two-seater,2,4,AM7,Z,11,8.7,10,28,233,5,1
2025,Porsche,718 Boxster,Two-seater,2,4,M6,Z,12,9.5,10.9,26,254,5,1
2025,Porsche,718 Boxster S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255,5,1
2025,Porsche,718 Boxster S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,263,4,1
2025,Porsche,718 Boxster GTS,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,25,260,4,4
2025,Porsche,718 Boxster GTS,Two-seater,4,6,M6,Z,14,10,12.2,23,284,4,4
2025,Porsche,718 Cayman,Two-seater,2,4,AM7,Z,11,8.7,10,28,233,5,1
2025,Porsche,718 Cayman,Two-seater,2,4,M6,Z,12,9.5,10.9,26,254,5,1
2025,Porsche,718 Cayman S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255,5,1
2025,Porsche,718 Cayman S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,263,4,1
2025,Porsche,718 Cayman GTS,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,25,260,4,4
2025,Porsche,718 Cayman GTS,Two-seater,4,6,M6,Z,14,10,12.2,23,284,4,4
2025,Porsche,911 Carrera,Minicompact,3,6,AM8,Z,12.9,9.2,11.3,25,263,4,4
2025,Porsche,911 Carrera Cabriolet,Minicompact,3,6,AM8,Z,13,9.4,11.4,25,264,4,4
2025,Porsche,911 GT3 RS,Two-seater,4,6,AM7,Z,16.8,13,15.1,19,354,3,2
2025,Porsche,911 Turbo,Minicompact,3.7,6,AM8,Z,16.5,11.4,14.2,20,332,3,4
2025,Porsche,911 Turbo Cabriolet,Minicompact,3.7,6,AM8,Z,16.9,11.5,14.5,19,339,3,4
2025,Porsche,911 Turbo S,Minicompact,3.7,6,AM8,Z,16.6,11.8,14.4,20,332,3,4
2025,Porsche,911 Turbo S Cabriolet,Minicompact,3.7,6,AM8,Z,16.7,11.8,14.5,19,336,3,4
2025,Porsche,Cayenne,Sport utility vehicle: Standard,3,6,AS8,Z,13.8,10.2,12.2,23,291,4,4
2025,Porsche,Cayenne Coupe,Sport utility vehicle: Standard,3,6,AS8,Z,13.8,10.2,12.2,23,291,4,4
2025,Porsche,Cayenne S,Sport utility vehicle: Standard,4,8,AS8,Z,15.3,11.2,13.5,21,324,3,4
2025,Porsche,Cayenne S Coupe,Sport utility vehicle: Standard,4,8,AS8,Z,15.7,11,13.6,21,324,3,4
2025,Porsche,Cayenne Turbo GT Coupe,Sport utility vehicle: Standard,4,8,AS8,Z,15.5,11.8,13.8,20,324,3,2
2025,Porsche,Macan,Sport utility vehicle: Small,2,4,AM7,Z,12.4,9.3,11,26,263,4,4
2025,Porsche,Macan T,Sport utility vehicle: Small,2,4,AM7,Z,12.2,9.6,11,26,259,4,4
2025,Porsche,Macan S,Sport utility vehicle: Small,2.9,6,AM7,Z,13.8,10.1,12.2,23,289,4,4
2025,Porsche,Macan GTS,Sport utility vehicle: Small,2.9,6,AM7,Z,13.5,10.7,12.2,23,290,4,4
2025,Porsche,Panamera,Full-size,2.9,6,AM8,Z,13.1,9.4,11.4,25,268,4,4
2025,Porsche,Panamera 4,Full-size,2.9,6,AM8,Z,13.1,9.4,11.4,25,264,4,4
2025,Porsche,Panamera GTS,Full-size,4,8,AM8,Z,14.7,9.8,12.5,23,295,4,4
2025,Ram,1500,Pickup truck: Standard,3,6,A8,X,13.1,9.4,11.5,25,269,4,6
2025,Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,26,253,5,6
2025,Ram,1500 4X4,Pickup truck: Standard,3,6,A8,X,14,9.8,12.1,23,284,4,6
2025,Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,X,12.2,9.7,11,26,259,4,6
2025,Ram,1500 4X4 HO,Pickup truck: Standard,3,6,A8,Z,15.7,11.5,13.8,20,324,3,6
2025,Ram,1500 4X4 RHO,Pickup truck: Standard,3,6,A8,Z,16.7,14.9,15.9,18,374,2,6
2025,Rolls-Royce,Cullinan,Sport utility vehicle: Standard,6.7,12,AS8,Z,19.7,12.4,16.4,17,379,2,2
2025,Rolls-Royce,Black Badge Cullinan,Sport utility vehicle: Standard,6.7,12,AS8,Z,19.7,12.4,16.4,17,379,2,2
2025,Rolls-Royce,Ghost,Full-size,6.7,12,AS8,Z,19.7,12.4,16.4,17,379,2,2
2025,Rolls-Royce,Black Badge Ghost,Full-size,6.7,12,AS8,Z,19.7,12.4,16.4,17,379,2,2
2025,Rolls-Royce,Ghost Extended,Full-size,6.7,12,AS8,Z,19.7,12.4,16.4,17,379,2,2
2025,Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,19.7,12.4,16.4,17,379,2,2
2025,Rolls-Royce,Phantom Extended,Full-size,6.7,12,AS8,Z,19.7,12.4,16.4,17,379,2,2
2025,Subaru,Ascent AWD,Sport utility vehicle: Standard,2.4,4,AV8,X,12.3,9.4,11,26,257,5,4
2025,Subaru,BRZ,Minicompact,2.4,4,AS6,Z,11.1,7.8,9.6,29,225,5,2
2025,Subaru,BRZ,Minicompact,2.4,4,M6,Z,12,8.8,10.5,27,247,5,2
2025,Subaru,Crosstrek AWD,Sport utility vehicle: Small,2,4,AV8,X,8.8,7,8,35,188,6,6
2025,Subaru,Crosstrek AWD,Sport utility vehicle: Small,2.5,4,AV8,X,8.9,7.2,8.1,35,190,6,6
2025,Subaru,Crosstrek Wilderness AWD,Sport utility vehicle: Small,2.5,4,AV8,X,9.4,8.1,8.8,32,206,5,6
2025,Subaru,Forester AWD,Sport utility vehicle: Small,2.5,4,AV8,X,9.1,7.2,8.3,34,194,6,6
2025,Subaru,Forester Wilderness AWD,Sport utility vehicle: Small,2.5,4,AV8,X,9.5,8.3,9,31,210,5,6
2025,Subaru,Forester e-BOXER Hybrid AWD,Sport utility vehicle: Small,2.5,4,AV6,X,6.8,7,6.9,41,161,7,7
2025,Subaru,Impreza AWD,Station wagon: Small,2,4,AV8,X,8.8,6.9,8,35,185,6,6
2025,Subaru,Impreza AWD,Station wagon: Small,2.5,4,AV8,X,9,7.2,8.2,34,191,6,6
2025,Subaru,Outback AWD,Sport utility vehicle: Small,2.4,4,AV8,X,10.6,8.1,9.5,30,221,5,5
2025,Subaru,Outback AWD,Sport utility vehicle: Small,2.5,4,AV8,X,9.2,7.3,8.3,34,195,6,6
2025,Subaru,Outback Wilderness AWD,Sport utility vehicle: Small,2.4,4,AV8,X,11,9,10.1,28,235,5,5
2025,Subaru,WRX AWD,Mid-size,2.4,4,AV8,Z,12.7,9.4,11.2,25,262,4,2
2025,Subaru,WRX AWD,Mid-size,2.4,4,M6,Z,12.4,9,10.9,26,255,5,2
2025,Toyota,4Runner 4WD (Part-Time 4WD),Sport utility vehicle: Standard,2.4,4,AS8,X,12.4,9.6,11.2,25,262,4,6
2025,Toyota,4Runner 4WD Limited,Sport utility vehicle: Standard,2.4,4,AS8,X,12,9.9,11.1,25,258,4,6
2025,Toyota,4Runner Hybrid 4WD (Part-Time 4WD),Sport utility vehicle: Standard,2.4,4,AS8,X,10.3,9.5,9.9,29,232,5,6
2025,Toyota,4Runner Hybrid 4WD Platinum,Sport utility vehicle: Standard,2.4,4,AS8,X,10.5,9.7,10.1,28,236,5,6
2025,Toyota,Camry,Mid-size,2.5,4,AV,X,4.9,4.9,4.9,58,114,8,6
2025,Toyota,Camry AWD SE/XLE,Mid-size,2.5,4,AV,X,5.1,5.1,5.1,55,117,8,6
2025,Toyota,Camry AWD XSE,Mid-size,2.5,4,AV,X,5.3,5.5,5.3,53,124,8,6
2025,Toyota,Corolla (1-mode),Compact,2,4,AV,X,7.4,5.7,6.7,42,158,7,6
2025,Toyota,Corolla (3-mode),Compact,2,4,AV10,X,7.6,5.9,6.8,42,160,7,6
2025,Toyota,Corolla Hatchback,Compact,2,4,AV10,X,7.5,5.9,6.8,42,159,7,6
2025,Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.4,5.1,4.7,60,110,8,6
2025,Toyota,Corolla Hybrid AWD (2-mode),Compact,1.8,4,AV,X,4.6,5.3,4.9,58,115,8,6
2025,Toyota,Corolla Hybrid AWD (3-mode),Compact,1.8,4,AV,X,5,5.7,5.3,53,124,8,6
2025,Toyota,Corolla Cross,Sport utility vehicle: Small,2,4,AV10,X,7.6,7.2,7.4,38,172,6,6
2025,Toyota,Corolla Cross AWD,Sport utility vehicle: Small,2,4,AV10,X,8.1,7.5,7.8,36,183,6,6
2025,Toyota,Corolla Cross Hybrid AWD,Sport utility vehicle: Small,2,4,AV6,X,5.2,6.2,5.6,50,130,7,6
2025,Toyota,Crown AWD,Mid-size,2.4,4,AS6,X,8.1,7.3,7.8,36,182,6,6
2025,Toyota,Crown AWD,Mid-size,2.5,4,AV,X,5.6,5.7,5.7,50,133,7,6
2025,Toyota,Crown Signia AWD,Station wagon: Small,2.5,4,AV,X,6,6.3,6.2,46,143,7,6
2025,Toyota,GR Corolla,Subcompact,1.6,3,AS8,Z,12.1,8.6,10.5,27,245,5,4
2025,Toyota,GR Corolla,Subcompact,1.6,3,M6,Z,11.1,8.3,9.8,29,229,5,4
2025,Toyota,GR Supra 3.0,Two-seater,3,6,AS8,Z,10.2,7.7,9.1,31,212,5,4
2025,Toyota,GR Supra 3.0,Two-seater,3,6,M6,Z,12.7,8.8,10.9,26,255,5,4
2025,Toyota,GR86,Minicompact,2.4,4,AS6,Z,11.2,7.8,9.7,29,227,5,2
2025,Toyota,GR86,Minicompact,2.4,4,M6,Z,12,8.9,10.6,27,250,5,2
2025,Toyota,Grand Highlander AWD Limited,Sport utility vehicle: Standard,2.4,4,AS8,X,11.6,9,10.7,26,249,5,6
2025,Toyota,Grand Highlander AWD XLE,Sport utility vehicle: Standard,2.4,4,AS8,X,11.2,8.6,10,28,236,5,6
2025,Toyota,Grand Highlander Hybrid AWD,Sport utility vehicle: Standard,2.5,4,AV6,X,6.6,7.4,7,40,161,7,6
2025,Toyota,Grand Highlander Hybrid MAX AWD,Sport utility vehicle: Standard,2.4,4,AV6,X,9,8.6,8.8,32,206,5,6
2025,Toyota,Highlander AWD,Sport utility vehicle: Small,2.4,4,AS8,X,11,8.4,9.9,29,231,5,6
2025,Toyota,Highlander Hybrid AWD,Sport utility vehicle: Standard,2.5,4,AV,X,6.7,6.8,6.7,42,158,7,6
2025,Toyota,Highlander Hybrid AWD Limited/Platinum,Sport utility vehicle: Standard,2.5,4,AV,X,6.6,6.8,6.7,42,156,7,6
2025,Toyota,Land Cruiser,Sport utility vehicle: Standard,2.4,4,AS8,Z,10.7,9.5,10.1,28,236,5,5
2025,Toyota,Prius AWD,Mid-size,2,4,AV,X,4.8,4.7,4.8,59,111,8,6
2025,Toyota,RAV4 AWD,Sport utility vehicle: Small,2.5,4,AS8,X,9.5,7.2,8.5,33,198,6,5
2025,Toyota,RAV4 AWD (Stop/Start),Sport utility vehicle: Small,2.5,4,AS8,X,8.8,7.1,8,35,187,6,5
2025,Toyota,RAV4 AWD LE,Sport utility vehicle: Small,2.5,4,AS8,X,8.7,6.9,7.9,36,184,6,5
2025,Toyota,RAV4 Hybrid AWD,Sport utility vehicle: Small,2.5,4,AV,X,5.8,6.3,6,47,140,7,6
2025,Toyota,RAV4 Hybrid AWD Woodland Edition,Sport utility vehicle: Small,2.5,4,AV,X,6.1,6.8,6.4,44,149,7,6
2025,Toyota,Sequoia 4WD,Sport utility vehicle: Standard,3.4,6,AS10,X,12.6,10.5,11.7,24,273,4,4
2025,Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,6.5,6.6,43,153,7,6
2025,Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.8,6.7,6.8,42,158,7,6
2025,Toyota,Tacoma 4WD (2-mode),Pickup truck: Small,2.4,4,AS8,X,12.5,9.6,11.2,25,264,4,6
2025,Toyota,Tacoma 4WD (3-mode),Pickup truck: Small,2.4,4,AS8,X,12.4,10.2,11.4,25,269,4,6
2025,Toyota,Tacoma 4WD,Pickup truck: Small,2.4,4,M6,X,13.2,10.3,11.9,24,279,4,4
2025,Toyota,Tacoma Hybrid 4WD,Pickup truck: Standard,2.4,4,AS8,X,10.5,9.9,10.3,27,239,5,6
2025,Toyota,Tacoma Hybrid 4WD Limited,Pickup truck: Standard,2.4,4,AS8,X,10.5,9.7,10.1,28,236,5,6
2025,Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,X,13.3,10.5,12,24,283,4,4
2025,Toyota,Tundra 4WD (1-mode),Pickup truck: Standard,3.4,6,AS10,X,13.7,10.8,12.4,23,291,4,4
2025,Toyota,Tundra 4WD (3-mode)/TRD,Pickup truck: Standard,3.4,6,AS10,X,13.5,10.6,12.2,23,286,4,4
2025,Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,X,12.7,10.5,11.7,24,274,4,4
2025,Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,X,12.9,11.6,12.3,23,287,4,4
2025,Volkswagen,Atlas 4MOTION Comfortline,Sport utility vehicle: Small,2,4,AS8,X,12.7,9.2,11.1,25,262,4,4
2025,Volkswagen,Atlas 4MOTION Highline/Execline,Sport utility vehicle: Small,2,4,AS8,X,12.8,9.4,11.3,25,266,4,4
2025,Volkswagen,Atlas 4MOTION Peak Edition,Sport utility vehicle: Small,2,4,AS8,X,13.2,9.4,11.5,25,271,4,4
2025,Volkswagen,Atlas Cross Sport 4MOTION,Sport utility vehicle: Small,2,4,AS8,X,12.7,9.2,11.1,25,262,4,4
2025,Volkswagen,Golf GTI,Compact,2,4,AM7,X,9.9,7.4,8.8,32,205,5,4
2025,Volkswagen,Golf R,Compact,2,4,AM7,Z,10.5,7.7,9.3,30,217,5,4
2025,Volkswagen,Jetta,Compact,1.5,4,AS8,X,8.4,6.1,7.4,38,174,6,6
2025,Volkswagen,Jetta GLI,Compact,2,4,AM7,X,9.5,6.7,8.2,34,194,6,6
2025,Volkswagen,Jetta GLI,Compact,2,4,M6,X,9.1,6.5,8,35,187,6,6
2025,Volkswagen,Taos,Sport utility vehicle: Small,1.5,4,AS8,X,8.4,6.5,7.6,37,178,6,7
2025,Volkswagen,Taos 4MOTION,Sport utility vehicle: Small,1.5,4,AS8,X,9.4,7.2,8.4,34,198,6,7
2025,Volkswagen,Tiguan 4MOTION,Sport utility vehicle: Small,2,4,AS8,X,10.5,7.8,9.3,30,218,5,6
2025,Volvo,S60 B5 AWD,Compact,2,4,AS8,Z,9.3,7,8.3,34,194,6,4
2025,Volvo,S90 B6 AWD,Mid-size,2,4,AS8,Z,10.6,7.6,9.2,31,216,5,6
2025,Volvo,V60 CC B5 AWD,Station wagon: Small,2,4,AS8,Z,9.7,7.5,8.7,32,205,5,4
2025,Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2,4,AS8,Z,10.7,8.1,9.5,30,223,5,6
2025,Volvo,XC40 B5 AWD,Sport utility vehicle: Small,2,4,AS8,Z,10.1,7.8,9.1,31,213,5,4
2025,Volvo,XC60 B5 AWD,Sport utility vehicle: Small,2,4,AS8,Z,10,7.8,9,31,212,5,6
2025,Volvo,XC90 B6 AWD,Sport utility vehicle: Standard,2,4,AS8,Z,11.5,9,10.4,27,244,5,6
