Model year,Make,Model,Vehicle class,Engine_size,Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined,Combined (mpg),CO2emissions,CO2 rating,Smog rating
2025,Ford,F-150 4X4,Pickup truck: Standard,5,8,AS10,X,14.8,10.3,12.8,22,300,4,5
2025,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,11.2,10,10.7,26,250,5,6
2025,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.2,12.9,22,303,4,6
2025,Ford,F-150 Tremor 4X4,Pickup truck: Standard,5,8,AS10,X,15.2,11.9,13.7,21,322,3,5
2025,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,16.6,13.1,15,19,353,3,6
2025,Ford,F-150 Raptor R 4X4,Pickup truck: Standard,5.2,8,AS10,Z,22.8,15.9,19.7,14,460,1,4
2025,Ford,Maverick AWD,Pickup truck: Small,2,4,A8,X,10.6,7.8,9.4,30,219,5,6
2025,Ford,Maverick Lobo,Pickup truck: Small,2,4,AS8,X,11.2,7.8,9.7,29,227,5,6
2025,Ford,Maverick Tremor AWD,Pickup truck: Small,2,4,AS8,X,11.2,8.7,10.1,28,237,5,6
2025,Ford,Maverick Hybrid,Pickup truck: Small,2.5,4,AV,X,5.6,6.7,6.2,46,145,7,7
2025,Ford,Mustang,Subcompact,2.3,4,A10,X,10.8,7.1,9.2,31,215,5,6
2025,Ford,Mustang,Subcompact,5,8,AS10,X,15.7,10.4,13.3,21,313,4,4
2025,Ford,Mustang,Subcompact,5,8,M6,X,16.1,10.8,13.7,21,322,3,4
2025,Ford,Mustang Dark Horse,Subcompact,5,8,AS10,X,16.5,11,14,20,327,3,4
2025,Ford,Mustang Dark Horse,Subcompact,5,8,M6,X,17.2,11,14.4,20,337,3,4
2025,Ford,Mustang GTD,Subcompact,5.2,8,AM8,Z,23.5,13.9,19.2,15,451,1,4
2025,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,12.2,9,10.7,26,252,5,6
2025,Ford,Ranger 4WD,Pickup truck: Standard,2.7,6,AS10,X,12.7,10.1,11.5,25,270,4,5
2025,Ford,Ranger Raptor 4WD,Pickup truck: Standard,3,6,AS10,X,14.9,12.8,14,20,326,3,5
2025,Genesis,G70 AWD,Compact,2.5,4,AS8,Z,11.7,8.4,10.2,28,239,5,5
2025,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.3,10.7,12.7,22,298,4,4
2025,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,11.6,8.1,10,28,235,5,6
2025,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,15.6,10.2,13.1,22,308,4,5
2025,Genesis,G90,Full-size,3.5,6,AS8,Z,13.6,9.6,11.8,24,274,4,4
2025,Genesis,GV70 AWD,Sport utility vehicle: Small,2.5,4,AS8,Z,11.8,9,10.6,27,248,5,4
2025,Genesis,GV70 AWD,Sport utility vehicle: Small,3.5,6,AS8,Z,12.9,10,11.6,24,275,4,4
2025,Genesis,GV80,Sport utility vehicle: Standard,3.5,6,AS8,Z,13.1,10.7,12,24,283,4,5
2025,Genesis,GV80 AWD,Sport utility vehicle: Standard,2.5,4,AS8,Z,12.5,9.8,11.3,25,265,4,6
2025,Genesis,GV80 AWD,Sport utility vehicle: Standard,3.5,6,AS8,Z,14.4,10.6,12.7,22,298,4,5
2025,GMC,Acadia AWD,Sport utility vehicle: Standard,2.5,4,A8,X,12.3,9.9,11.2,25,262,4,5
2025,GMC,Canyon,Pickup truck: Standard,2.7,4,A8,X,12.4,10.3,11.5,25,291,4,6
2025,GMC,Canyon 4WD,Pickup truck: Standard,2.7,4,A8,X,13.6,11,12.4,23,303,4,6
2025,GMC,Canyon AT4X 4WD,Pickup truck: Standard,2.7,4,A8,X,14.1,13.8,14,20,328,3,6
2025,GMC,Canyon AT4X AEV 4WD,Pickup truck: Standard,2.7,4,A8,X,14.8,15.1,14.9,19,350,3,6
2025,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,13.4,11.2,12.5,23,292,4,6
2025,GMC,Sierra,Pickup truck: Standard,3,6,A10,D,10,8.3,9.3,30,249,5,4
2025,GMC,Sierra,Pickup truck: Standard,5.3,8,A10,X,14.9,11.7,13.5,21,315,4,6
2025,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,14.1,12.7,13.5,21,315,4,6
2025,GMC,Sierra 4WD (With Sport Mode),Pickup truck: Standard,2.7,4,A8,X,14.2,12.9,13.6,21,320,3,6
2025,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,14.7,13.8,14.3,20,335,3,6
2025,GMC,Sierra 4WD,Pickup truck: Standard,3,6,A10,D,10.6,9,9.9,29,266,4,4
2025,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,3,6,A10,D,11.1,10,10.6,27,285,4,4
2025,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,15.4,12.6,14.2,20,332,3,6
2025,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,13.9,20,326,3,4
2025,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,19.2,15,318,3,4
2025,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,X,15.7,13.2,14.6,19,342,3,6
2025,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,16,12.1,14.3,20,335,3,5
2025,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,17.1,14,15.7,18,368,2,5
2025,GMC,Sierra 4WD AT4X,Pickup truck: Standard,3,6,A10,D,12.2,12,12.1,23,326,3,4
2025,GMC,Sierra 4WD AT4X,Pickup truck: Standard,6.2,8,A10,Z,17.1,14.7,16,18,377,2,5
2025,GMC,Terrain,Sport utility vehicle: Small,1.5,4,AV,X,9.2,8.3,8.8,32,206,5,6
2025,GMC,Terrain AWD,Sport utility vehicle: Small,1.5,4,A8,X,10,8.4,9.3,30,219,5,6
2025,GMC,Yukon,Sport utility vehicle: Standard,5.3,8,A10,X,15.7,12,14,20,329,3,6
2025,GMC,Yukon 4WD,Sport utility vehicle: Standard,3,6,A10,D,11.5,9.7,10.7,26,287,4,4
2025,GMC,Yukon 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.9,12.5,14.4,20,337,3,6
2025,GMC,Yukon 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13,15,19,352,3,5
2025,GMC,Yukon XL,Sport utility vehicle: Standard,5.3,8,A10,X,15.7,12,14,20,329,3,6
2025,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,3,6,A10,D,11.5,9.7,10.7,26,287,4,4
2025,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,17.1,12.6,15.1,19,353,3,6
2025,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13,15,19,352,3,5
2025,Honda,Accord,Full-size,1.5,4,AV,X,8.1,6.4,7.3,39,171,6,6
2025,Honda,Accord Hybrid Sport/Touring,Mid-size,2,4,AV,X,5,5.7,5.3,53,124,8,6
2025,Honda,Civic Hatchback,Full-size,2,4,AV,X,7.7,6.1,7,40,164,7,6
2025,Honda,Civic Hatchback Hybrid,Full-size,2,4,AV,X,4.8,5.4,5,56,119,8,6
2025,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.4,5.8,6.7,42,156,7,6
2025,Honda,Civic Sedan,Mid-size,2,4,AV7,X,7.6,6,6.9,41,161,7,6
2025,Honda,Civic Sedan Hybrid,Mid-size,2,4,AV,X,4.7,5.1,4.9,58,114,8,6
2025,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.7,6.4,7.7,37,180,6,5
2025,Honda,Civic Type R,Full-size,2,4,M6,Z,10.8,8.3,9.7,29,224,5,5
2025,Honda,CR-V,Sport utility vehicle: Small,1.5,4,AV,X,8.4,7.1,7.8,36,181,6,6
2025,Honda,CR-V AWD,Sport utility vehicle: Small,1.5,4,AV,X,9.1,7.6,8.4,34,197,6,5
2025,Honda,CR-V Hybrid AWD,Sport utility vehicle: Small,2,4,AV,X,6,6.9,6.4,44,151,7,6
2025,Honda,HR-V,Station wagon: Small,2,4,AV,X,9.1,7.4,8.3,34,194,6,6
2025,Honda,HR-V AWD,Station wagon: Small,2,4,AV,X,9.4,7.8,8.7,32,203,5,6
2025,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248,5,4
2025,Honda,Passport AWD,Sport utility vehicle: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265,4,4
2025,Honda,Pilot AWD,Sport utility vehicle: Standard,3.5,6,AS10,X,12.4,9.3,11,26,258,4,6
2025,Honda,Pilot AWD Touring/Elite/Black,Sport utility vehicle: Standard,3.5,6,AS10,X,12.7,9.4,11.2,25,262,4,6
2025,Honda,Pilot AWD TrailSport,Sport utility vehicle: Standard,3.5,6,AS10,X,13.2,10.1,11.8,24,276,4,6
2025,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271,4,4
2025,Honda,Ridgeline AWD TrailSport,Pickup truck: Standard,3.5,6,AS9,X,12.8,10.2,11.6,24,273,4,4
2025,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.3,6.8,7.6,37,179,6,4
2025,Hyundai,Elantra,Mid-size,2,4,AV1,X,7.7,5.9,6.9,41,160,7,6
2025,Hyundai,Elantra (Stop/Start),Mid-size,2,4,AV1,X,7.3,5.7,6.5,43,153,7,6
2025,Hyundai,Elantra Hybrid,Mid-size,1.6,4,AM6,X,4.8,4.5,4.7,60,110,8,6
2025,Hyundai,Elantra N,Mid-size,2,4,AM8,Z,11.8,8.6,10.4,27,244,5,2
2025,Hyundai,Elantra N,Mid-size,2,4,M6,Z,11,8.1,9.7,29,227,5,2
2025,Hyundai,Kona,Sport utility vehicle: Small,2,4,AV1,X,8.4,6.7,7.6,37,179,6,6
2025,Hyundai,Kona (Stop/Start),Sport utility vehicle: Small,2,4,AV1,X,8.1,6.8,7.5,38,177,6,6
2025,Hyundai,Kona AWD,Sport utility vehicle: Small,1.6,4,AS8,X,9.6,8.2,9,31,212,5,6
2025,Hyundai,Kona AWD,Sport utility vehicle: Small,2,4,AV1,X,9,8.1,8.6,33,201,6,6
2025,Hyundai,Kona AWD (Stop/Start),Sport utility vehicle: Small,2,4,AV1,X,8.8,8.1,8.5,33,198,6,6
2025,Hyundai,Palisade AWD,Sport utility vehicle: Small,3.8,6,AS8,X,12.2,9.7,11.1,25,261,4,5
2025,Hyundai,Santa Cruz AWD,Sport utility vehicle: Small,2.5,4,AM8,X,12.4,8.5,10.7,26,251,5,6
2025,Hyundai,Santa Cruz AWD XRT,Sport utility vehicle: Small,2.5,4,AM8,X,12.8,8.9,11.1,25,260,4,6
2025,Hyundai,Santa Fe AWD,Sport utility vehicle: Small,2.5,4,AM8,X,12.1,8.8,10.6,27,249,5,6
2025,Hyundai,Santa Fe AWD XRT,Sport utility vehicle: Small,2.5,4,AM8,X,12.2,9.1,10.8,26,254,5,6
2025,Hyundai,Santa Fe Hybrid AWD,Sport utility vehicle: Small,1.6,4,AM6,X,6.8,6.9,6.9,41,161,7,6
2025,Hyundai,Sonata,Full-size,2.5,4,AM8,X,10.1,7.3,8.8,32,207,5,4
2025,Hyundai,Sonata,Full-size,2.5,4,AS8,X,9.6,6.5,8.2,34,193,6,6
2025,Hyundai,Sonata AWD,Full-size,2.5,4,AS8,X,9.9,7,8.6,33,203,5,6
2025,Hyundai,Sonata Hybrid,Full-size,2,4,AM6,X,5.3,4.6,5,56,117,8,6
2025,Hyundai,Tucson AWD,Sport utility vehicle: Small,2.5,4,AS8,X,9.7,7.7,8.8,32,207,5,6
2025,Hyundai,Tucson Hybrid,Sport utility vehicle: Small,1.6,4,AM6,X,6.7,6.7,6.7,42,157,7,6
2025,Hyundai,Venue,Sport utility vehicle: Small,1.6,4,AV1,X,7.9,6.9,7.5,38,177,6,4
2025,Infiniti,QX50 AWD,Sport utility vehicle: Small,2,4,AV8,Z,10.8,8.3,9.7,29,228,5,5
2025,Infiniti,QX55 AWD,Sport utility vehicle: Small,2,4,AV8,Z,10.4,8.3,9.4,30,222,5,5
2025,Infiniti,QX60 AWD,Sport utility vehicle: Standard,2,4,AS9,Z,10.9,8.8,10,28,235,5,5
2025,Infiniti,QX80 4WD,Sport utility vehicle: Standard,3.5,6,AS9,Z,15.1,12.2,13.8,20,324,3,5
2025,Jaguar,F-Pace P250,Sport utility vehicle: Small,2,4,AS8,Z,10.8,8.8,9.9,29,234,5,6
2025,Jaguar,F-Pace P400,Sport utility vehicle: Small,3,6,AS8,Z,12.6,9.4,11.1,25,261,4,6
2025,Jaguar,F-Pace P550 SVR,Sport utility vehicle: Small,5,8,AS8,Z,15.7,11.4,13.8,20,322,3,2
2025,Jeep,Compass 4X4,Sport utility vehicle: Small,2,4,A8,X,9.9,7.4,8.8,32,205,5,6
2025,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,23,290,4,6
2025,Jeep,Grand Cherokee 4X4,Sport utility vehicle: Standard,3.6,6,A8,X,12.3,9.2,10.9,26,256,5,6
2025,Jeep,Grand Cherokee L 4X4,Sport utility vehicle: Standard,3.6,6,A8,X,13,9.4,11.3,25,266,4,6
2025,Jeep,Grand Wagoneer 4X4 (High Output),Sport utility vehicle: Standard,3,6,A8,Z,16.3,11.8,14.3,20,334,3,6
2025,Jeep,Grand Wagoneer L 4X4 (High Output),Sport utility vehicle: Standard,3,6,A8,Z,16.3,11.8,14.3,20,334,3,6
2025,Jeep,Wagoneer 4X4,Sport utility vehicle: Standard,3,6,A8,X,14.5,10.1,12.5,23,293,4,6
2025,Jeep,Wagoneer L 4X4,Sport utility vehicle: Standard,3,6,A8,X,14.5,10.4,12.7,22,297,4,6
2025,Jeep,Wrangler JL 4X4,Sport utility vehicle: Small,2,4,A8,X,11.6,10.2,11,26,258,4,6
2025,Jeep,Wrangler JL 4X4,Sport utility vehicle: Small,3.6,6,M6,X,13.9,10.2,12.2,23,287,4,6
2025,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,2,4,A8,X,11.9,10.5,11.3,25,265,4,6
2025,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,3.6,6,A8,X,13.4,10.1,11.9,24,280,4,6
2025,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,3.6,6,M6,X,14.3,10.5,12.6,22,296,4,6
2025,Kia,Carnival,Minivan,3.5,6,AS8,X,12.9,8.8,11.1,25,260,4,5
2025,Kia,Carnival Hybrid,Minivan,1.6,4,AM6,X,6.9,7.6,7.2,39,170,6,6
2025,Kia,K4,Mid-size,1.6,4,AS8,X,9.2,6.6,8,35,188,6,6
2025,Kia,K4,Mid-size,2,4,AV1,X,8.4,6,7.3,39,172,6,6
2025,Kia,K4 (Without DMS),Mid-size,2,4,AV1,X,7.9,5.8,7,40,164,7,6
2025,Kia,Niro,Sport utility vehicle: Small,1.6,4,AM6,X,4.5,5.2,4.8,59,112,8,6
2025,Kia,Niro FE,Sport utility vehicle: Small,1.6,4,AM6,X,4.5,4.4,4.4,64,104,8,6
2025,Kia,Seltos,Sport utility vehicle: Small,2,4,AV8,X,8.3,6.8,7.6,37,179,6,6
2025,Kia,Seltos AWD,Sport utility vehicle: Small,1.6,4,AS8,X,9.7,8.6,9.2,31,217,5,6
2025,Kia,Seltos AWD,Sport utility vehicle: Small,2,4,AV8,X,8.8,7.5,8.2,34,192,6,6
2025,Kia,Sorento AWD,Sport utility vehicle: Small,2.5,4,AM8,X,11.5,8.7,10.3,27,241,5,6
2025,Kia,Sorento AWD,Sport utility vehicle: Small,2.5,4,AS8,X,10.2,8.5,9.4,30,222,5,6
2025,Kia,Sorento Hybrid AWD,Sport utility vehicle: Small,1.6,4,AS6,X,7,6.9,7,40,163,7,6
2025,Kia,Soul,Station wagon: Small,2,4,AV,X,8.5,7,7.9,36,187,6,6
2025,Kia,Sportage,Sport utility vehicle: Small,2.5,4,AS8,X,9.3,7.1,8.3,34,195,6,6
2025,Kia,Sportage AWD,Sport utility vehicle: Small,2.5,4,AS8,X,10.1,8.7,9.4,30,222,5,6
2025,Kia,Sportage Hybrid AWD,Sport utility vehicle: Small,1.6,4,AM6,X,6.1,6.3,6.2,46,145,7,6
2025,Kia,Telluride AWD,Sport utility vehicle: Small,3.8,6,AS8,X,13.1,10,11.7,24,275,4,5
2025,Land Rover,Defender 90 P300,Sport utility vehicle: Standard,2,4,AS8,Z,13.1,11.4,12.3,23,289,4,6
2025,Land Rover,Defender 110 P300,Sport utility vehicle: Standard,2,4,AS8,Z,13.2,11.9,12.6,22,294,4,6
2025,Land Rover,Discovery P300,Sport utility vehicle: Standard,2,4,AS8,Z,12.2,9.8,11.1,25,262,4,6
2025,Land Rover,Discovery P360,Sport utility vehicle: Standard,3,6,AS8,Z,13.6,10.3,12.1,23,284,4,6
2025,Land Rover,Discovery Sport P250,Sport utility vehicle: Small,2,4,AS9,Z,12.7,10,11.5,25,271,4,6
2025,Land Rover,Range Rover P530,Sport utility vehicle: Standard,4.4,8,AS8,Z,14.5,10.2,12.6,22,296,4,5
2025,Land Rover,Range Rover P530 LWB,Sport utility vehicle: Standard,4.4,8,AS8,Z,15.2,10.8,13.2,21,311,4,5
2025,Land Rover,Range Rover SV P615,Sport utility vehicle: Standard,4.4,8,AS8,Z,15.2,10.8,13.2,21,311,4,5
2025,Land Rover,Range Rover SV P615 LWB,Sport utility vehicle: Standard,4.4,8,AS8,Z,15.2,10.8,13.2,21,311,4,5
2025,Land Rover,Range Rover Sport P530,Sport utility vehicle: Standard,4.4,8,AS8,Z,14.5,10.2,12.6,22,296,4,5
2025,Land Rover,Range Rover Sport SV P635,Sport utility vehicle: Standard,4.4,8,AS8,Z,15,10.8,13.1,22,309,4,5
2025,Land Rover,Range Rover Evoque P250,Sport utility vehicle: Small,2,4,AS9,Z,11.9,8.8,10.5,27,247,5,6
2025,Land Rover,Range Rover Velar P250,Sport utility vehicle: Small,2,4,AS8,Z,10.9,8.9,10,28,237,5,6
2025,Land Rover,Range Rover Velar P340,Sport utility vehicle: Small,3,6,AS8,Z,12.1,9,10.7,26,253,5,6
2025,Land Rover,Range Rover Velar P400,Sport utility vehicle: Small,3,6,AS8,Z,12.6,9.4,11.1,25,261,4,6
2025,Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,X,9.6,7,8.4,34,198,6,5
2025,Lexus,ES 300h,Mid-size,2.5,4,AV6,X,5.5,5.2,5.3,53,124,8,6
2025,Lexus,ES 350,Mid-size,3.5,6,AS8,X,10.7,7.3,9.2,31,214,5,4
2025,Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,30,219,5,4
2025,Lexus,GX 550,Sport utility vehicle: Standard,3.4,6,AS10,Z,15.3,11.2,13.5,21,314,4,4
2025,Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.2,9,10.8,26,253,5,4
2025,Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.2,9,10.8,26,253,5,4
2025,Lexus,IS 500,Compact,5,8,AS8,Z,14.1,9.3,11.9,24,280,4,4
2025,Lexus,LC 500,Subcompact,5,8,AS10,Z,15.2,9.7,12.7,22,299,4,4
2025,Lexus,LC 500 Convertible,Minicompact,5,8,AS10,Z,16,9.5,13,22,304,4,4
2025,Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,9,7.1,8.1,35,189,6,6
2025,Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,Z,13.8,8.7,11.2,25,271,4,4
2025,Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,Z,10.1,8.1,9.2,31,217,5,6
2025,Lexus,LX 600,Sport utility vehicle: Standard,3.4,6,AS10,Z,14.2,10.8,12.7,22,298,4,4
2025,Lexus,LX 700h,Sport utility vehicle: Standard,3.4,6,AS10,Z,12.5,10.7,11.7,24,272,4,4
2025,Lexus,NX 250 AWD,Sport utility vehicle: Small,2.5,4,AS8,X,9.4,7.4,8.4,34,198,6,5
2025,Lexus,NX 350 AWD,Sport utility vehicle: Small,2.4,4,AS8,Z,10.9,8.5,9.8,29,228,5,6
2025,Lexus,NX 350 AWD F SPORT,Sport utility vehicle: Small,2.4,4,AS8,Z,11.2,8.3,9.7,29,230,5,6
2025,Lexus,NX 350h AWD,Sport utility vehicle: Small,2.5,4,AV6,Z,5.7,6.4,6,47,140,7,6
2025,Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,Z,12.2,9,10.8,26,253,5,4
2025,Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,12.2,9,10.8,26,253,5,4
2025,Lexus,RC F,Subcompact,5,8,AS8,Z,14.4,9.6,12.2,23,285,4,4
2025,Lexus,RX 350 AWD,Sport utility vehicle: Small,2.4,4,AS8,Z,11.2,8.3,9.9,29,230,5,6
2025,Lexus,RX 350h AWD,Sport utility vehicle: Small,2.5,4,AV6,Z,6.3,6.8,6.5,43,151,7,6
2025,Lexus,RX 500h AWD,Sport utility vehicle: Small,2.4,4,AS6,Z,8.7,8.4,8.6,33,199,6,6
2025,Lexus,TX 350 AWD,Sport utility vehicle: Standard,2.4,4,AS8,Z,11.5,8.9,10.3,27,241,5,6
2025,Lexus,TX 500h AWD,Sport utility vehicle: Standard,2.4,4,AV6,Z,8.7,8.4,8.6,33,200,6,6
2025,Lexus,UX 300h AWD,Compact,2,4,AV,X,5.3,5.9,5.6,50,130,7,6
2025,Lexus,UX 300h AWD,Compact,2,4,AV6,X,5.3,5.9,5.6,50,130,7,6
2025,Lincoln,Aviator AWD,Sport utility vehicle: Standard,3,6,AS10,X,13.8,9.5,11.9,24,278,4,5
2025,Lincoln,Corsair AWD,Sport utility vehicle: Small,2,4,AS8,X,11.2,8.3,9.9,29,232,5,6
2025,Lincoln,Nautilus AWD,Sport utility vehicle: Small,2,4,A8,X,11.2,8.1,9.8,29,231,5,6
2025,Lincoln,Nautilus Hybrid AWD,Sport utility vehicle: Small,2,4,AV,X,7.9,7.6,7.7,37,180,6,6
2025,Lincoln,Navigator 4WD,Sport utility vehicle: Standard,3.5,6,AS10,X,15.6,10.8,13.5,21,317,3,6
2025,Mazda,CX-30 4WD,Sport utility vehicle: Small,2.5,4,AS6,X,9,7.1,8.2,34,192,6,6
2025,Mazda,CX-30 Turbo 4WD,Sport utility vehicle: Small,2.5,4,AS6,X,10.5,7.9,9.3,30,220,5,4
2025,Mazda,CX-5 4WD,Sport utility vehicle: Small,2.5,4,AS6,X,10.2,8.2,9.3,30,216,5,6
2025,Mazda,CX-5 4WD (Cylinder Deactivation),Sport utility vehicle: Small,2.5,4,AS6,X,9.1,7.7,8.5,33,200,6,6
2025,Mazda,CX-5 Turbo 4WD,Sport utility vehicle: Small,2.5,4,AS6,X,10.8,8.7,9.8,29,230,5,4
2025,Mazda,CX-50 4WD,Sport utility vehicle: Small,2.5,4,AS6,X,9.7,8,8.9,32,209,5,6
2025,Mazda,CX-50 Turbo 4WD,Sport utility vehicle: Small,2.5,4,AS6,X,10.4,8.2,9.4,30,221,5,4
2025,Mazda,CX-50 Hybrid 4WD,Sport utility vehicle: Small,2.5,4,AV,X,6.1,6.4,6.2,46,145,7,6
2025,Mazda,CX-70 4WD,Sport utility vehicle: Standard,3.3,6,AS8,X,9.9,8.4,9.3,30,216,5,5
2025,Mazda,CX-70 4WD (High Power),Sport utility vehicle: Standard,3.3,6,AS8,Z,10.3,8.5,9.5,30,222,5,5
2025,Mazda,CX-90 4WD,Sport utility vehicle: Standard,3.3,6,AS8,X,9.9,8.4,9.3,30,216,5,5
2025,Mazda,CX-90 4WD (High Power),Sport utility vehicle: Standard,3.3,6,AS8,Z,10.3,8.5,9.5,30,222,5,5
2025,Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,8.4,6.3,7.5,38,175,6,6
2025,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,8.9,6.6,7.9,36,185,6,6
2025,Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4,AS6,X,10.1,7.3,8.8,32,207,5,4
2025,Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,X,8.5,6.5,7.6,37,178,6,6
2025,Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,X,9,6.4,7.8,36,184,6,6
2025,Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,9,7.1,8.1,35,191,6,6
2025,Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,X,10.1,7.5,8.9,32,209,5,4
2025,Mazda,MX-5,Two-seater,2,4,AS6,Z,9,6.7,8,35,187,6,2
2025,Mazda,MX-5 (SIL),Two-seater,2,4,M6,Z,9,7,8.1,35,189,6,2
2025,Mercedes-Benz,AMG C 43 4MATIC Sedan,Compact,2,4,A9,Z,12.5,8.8,10.8,26,252,5,4
2025,Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2,4,AM8,Z,10.8,8,9.6,29,225,5,5
2025,Mercedes-Benz,AMG CLA 45 S 4MATIC Coupe,Compact,2,4,AM8,Z,11.7,8.4,10.2,28,236,5,2
2025,Mercedes-Benz,AMG CLE 53 4MATIC+ Cabriolet,Subcompact,3,6,A9,Z,12.1,9.2,10.8,26,253,5,6
2025,Mercedes-Benz,AMG CLE 53 4MATIC+ Coupe,Subcompact,3,6,A9,Z,11.7,8.7,10.4,27,243,5,6
2025,Mercedes-Benz,AMG G 63 SUV,Sport utility vehicle: Standard,4,8,A9,Z,17.4,14.7,16.2,17,378,2,4
2025,Mercedes-Benz,AMG GLA 35 4MATIC Coupe,Station wagon: Small,2,4,AM8,Z,10.9,8.4,9.8,29,230,5,5
2025,Mercedes-Benz,AMG GLB 35 4MATIC Coupe,Station wagon: Small,2,4,AM8,Z,11.5,8.9,10.3,27,242,5,5
2025,Mercedes-Benz,AMG GLC 43 4MATIC+ SUV,Station wagon: Small,2,4,A9,Z,12.6,9.4,11.2,25,263,4,4
2025,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,Station wagon: Small,2,4,A9,Z,12.7,9.8,11.4,25,269,4,4
2025,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,Sport utility vehicle: Standard,3,6,A9,Z,12.9,10.2,11.7,24,273,4,6
2025,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,Sport utility vehicle: Standard,3,6,A9,Z,13.2,10.7,12.1,23,282,4,6
2025,Mercedes-Benz,AMG GLE 63 S 4MATIC+ SUV,Sport utility vehicle: Standard,4,8,A9,Z,17.2,12.8,15.2,19,355,3,4
2025,Mercedes-Benz,AMG GLE 63 S 4MATIC+ Coupe,Sport utility vehicle: Standard,4,8,A9,Z,17.2,12.8,15.2,19,355,3,4
2025,Mercedes-Benz,AMG GLS 63 4MATIC+ SUV,Sport utility vehicle: Standard,4,8,A9,Z,17.2,13.1,15.3,18,359,2,4
2025,Mercedes-Benz,AMG GT 53 4MATIC+ ,Compact,3,6,A9,Z,12.3,10,11.3,25,263,4,5
2025,Mercedes-Benz,AMG GT 55 4MATIC+ Coupe,Subcompact,4,8,A9,Z,19.7,12.6,16.5,17,387,2,4
2025,Mercedes-Benz,AMG GT 63 4MATIC+,Compact,4,8,A9,Z,15.3,11.3,13.5,21,318,3,4
2025,Mercedes-Benz,AMG GT 63 4MATIC+ Coupe,Subcompact,4,8,A9,Z,19.7,12.6,16.5,17,387,2,4
